Entidad,Sexo,Edad,TrabajoAlMenos1Hora,TiempoTrabajoLV,TiempoTrabajoSD,TiempoTrasladoLV,TiempoTrasladoSD,Salario,PermisoEnfermedadMaternidadAccidente,PermisoVacaciones,DerechoJubilación,DerechoServiciosMedicos,TiempoDedicadoADormirLV,TiempoDedicadoADormirSD,TiempoDedicadoAComerLV,TiempoDedicadoAComerSD,TiempoDedicadoAAseoPersonalLV,TiempoDedicadoAAseoPersonalSD,TiempoDedicadoAActividadesEstudioLV,TiempoDedicadoAActividadesEstudioSD,TiempoDedicadoATrasladarEstudianteLV,TiempoDedicadoATrasladarEstudianteSD,QuehaceresDomésticosLV,QuehaceresDomésticosSD,TiempoGanaderíaAutoconsumoLV,TiempoGanaderíaAutoconsumoSD,TiempoActividadesRecolecciónLV,TiempoActividadesRecolecciónSD,TiempoAgriculturaAutoconsumoLV,TiempoAgriculturaAutoconsumoSD,TiempoConfecciónCaseraLV,TiempoConfecciónCaseraSD,TiempoMantenimientoHogarLV,TiempoMantenimientoHogarSD,TiempoComprasDelHogarLV,TiempoComprasDelHogarSD,TiempoTramitesPagosLV,TiempoTramitesPagosSD,TiempoOrganizaciónHogarLV,TiempoOrganizaciónHogarSD,TiempoMantenimientoHogarTercerosLV,TiempoMantenimientoHogarTercerosSD,TiempoCuidadosEspecialesOtraPersonaLV,TiempoCuidadosEspecialesOtraPersonaSD,TiempoCrianzaMenores0a5LV,TiempoCrianzaMenores0a5SD,TiempoCrianzaMenores0a14LV,TiempoCrianzaMenores0a14SD,TiempoAcompañamientoFamiliar15a59LV,TiempoAcompañamientoFamiliar15a59SD,TiempoAcompañamientoFamiliar60LV,TiempoAcompañamientoFamiliar60SD,TiempoApoyoOtroHogarLV,TiempoApoyoOtroHogarSD,TiempoVoluntariadoLV,TiempoVoluntariadoSD,TiempoActividadesRecreativasLV,TiempoActividadesRecreativasSD,TiempoAtenciónSaludLV,TiempoAtenciónSaludSD,SentimientoQuehaceresHogar,SentimientoEstudio,SentimientoTrabajo,SentimientoCuidadoApoyoFamiliares,SentimientoOcioConvivencia,SentimientoTraslado,SentimientoTramitesPagos,SentimientoVidaGeneral,SentimientoVidaFamiliar,SentimientoVidaAfectiva,SentimientoVidaSocial,SentimientoSituaciónEconómica,SentimientoVivienda,SentimientoFelicidadGeneral
23,Hombre,52,Si,60.0,24.0,0.0,0.0,52000.0,No especificado,No especificado,No especificado,No especificado,35.0,14.0,2.5,1.0,2.5,1.0,0.0,0.0,0.0,0.0,1.6666666666666663,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666663,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,3.0,0.0,0.0,No aplica (no hizo la actividad),No aplica (no hizo la actividad),Quisiera dedicarle menos tiempo,Quisiera dedicarle mas tiempo,No aplica (no hizo la actividad),No aplica (no hizo la actividad),No aplica (no hizo la actividad),Satisfecho(a),Satisfecho(a),Satisfecho(a),Satisfecho(a),Mas o menos satisfecho(a),Satisfecho(a),Feliz
24,Mujer,62,No,0.0,2.0,0.0,1.0,10400.0,No especificado,No especificado,No especificado,No especificado,35.0,16.0,7.5,2.0,5.0,2.0,0.0,0.0,0.0,0.0,32.75,8.75,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4166666666666667,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.75,5.5,0.0,0.0,Esta bien el tiempo que le dedico,No aplica (no hizo la actividad),Esta bien el tiempo que le dedico,No aplica (no hizo la actividad),Esta bien el tiempo que le dedico,Esta bien el tiempo que le dedico,No aplica (no hizo la actividad),Satisfecho(a),Satisfecho(a),Satisfecho(a),Satisfecho(a),Satisfecho(a),Satisfecho(a),Feliz
31,Hombre,17,Si,2.0,0.0,0.0333333333333333,0.0,0.0,No especificado,No especificado,No especificado,No especificado,50.0,20.0,5.0,2.0,1.5,0.6666666666666666,33.5,1.5,1.6666666666666663,0.3333333333333333,2.416666666666667,0.7833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,6.5,0.0,0.0,Quisiera dedicarle mas tiempo,Esta bien el tiempo que le dedico,Esta bien el tiempo que le dedico,No aplica (no hizo la actividad),Quisiera dedicarle mas tiempo,Esta bien el tiempo que le dedico,No aplica (no hizo la actividad),Satisfecho(a),Satisfecho(a),Mas o menos satisfecho(a),Poco satisfecho(a),Satisfecho(a),Satisfecho(a),Feliz
9,Mujer,26,Si,15.0,3.0,0.0,0.0,52000.0,No especificado,No especificado,No especificado,No especificado,35.0,14.0,7.5,4.0,5.0,4.0,35.0,0.0,10.0,0.0,8.316666666666668,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.25,10.0,0.0,0.0,0.0,0.0,11.5,8.0,0.0,0.0,Quisiera dedicarle menos tiempo,Quisiera dedicarle mas tiempo,Esta bien el tiempo que le dedico,Quisiera dedicarle mas tiempo,Quisiera dedicarle mas tiempo,Quisiera dedicarle menos tiempo,No aplica (no hizo la actividad),Mas o menos satisfecho(a),Mas o menos satisfecho(a),Mas o menos satisfecho(a),Satisfecho(a),Poco satisfecho(a),Satisfecho(a),Mas o menos feliz
11,Mujer,49,Si,10.0,0.0,0.0,0.0,36400.0,No especificado,No especificado,No especificado,No especificado,45.0,20.0,5.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,28.833333333333336,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,12.5,7.0,2.0,0.0,Esta bien el tiempo que le dedico,No aplica (no hizo la actividad),Esta bien el tiempo que le dedico,No aplica (no hizo la actividad),No aplica (no hizo la actividad),No aplica (no hizo la actividad),No aplica (no hizo la actividad),Muy satisfecho(a),Muy satisfecho(a),Muy satisfecho(a),Satisfecho(a),Satisfecho(a),Satisfecho(a),Muy Feliz
6,Hombre,42,Si,40.0,5.0,3.333333333333333,0.6666666666666666,91000.0,No especificado,No especificado,No especificado,No especificado,30.0,14.0,3.75,2.0,5.0,2.0,0.0,0.0,0.0,0.0,5.250000000000001,3.083333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4166666666666667,0.1666666666666666,6.5,3.5,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.25,8.0,0.0,0.0,Esta bien el tiempo que le dedico,No aplica (no hizo la actividad),Quisiera dedicarle menos tiempo,Quisiera dedicarle mas tiempo,No aplica (no hizo la actividad),Esta bien el tiempo que le dedico,No aplica (no hizo la actividad),Mas o menos satisfecho(a),Satisfecho(a),Satisfecho(a),Mas o menos satisfecho(a),Poco satisfecho(a),Nada satisfecho(a),Poco feliz
21,Mujer,15,No,0.0,0.0,0.0,0.0,0.0,No especificado,No especificado,No especificado,No especificado,30.0,12.0,2.5,2.0,1.9166666666666663,1.0,35.0,1.0,2.5,0.0,3.75,1.3666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.0,0.0,0.0,0.0,0.0833333333333333,0.0333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,16.0,39.0,0.0,0.0,Esta bien el tiempo que le dedico,Quisiera dedicarle mas tiempo,No aplica (no hizo la actividad),Quisiera dedicarle mas tiempo,Quisiera dedicarle mas tiempo,Quisiera dedicarle menos tiempo,No aplica (no hizo la actividad),Muy satisfecho(a),Muy satisfecho(a),Muy satisfecho(a),Muy satisfecho(a),Muy satisfecho(a),Muy satisfecho(a),Muy Feliz
17,Hombre,17,Si,40.0,8.0,3.333333333333333,0.3333333333333333,62400.0,Si,No,No,Si,45.0,16.0,6.05,3.0,2.5,1.0,0.0,0.0,0.0,0.0,7.916666666666667,0.4166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.166666666666666,7.333333333333333,0.0,0.0,Esta bien el tiempo que le dedico,No aplica (no hizo la actividad),Esta bien el tiempo que le dedico,No aplica (no hizo la actividad),Esta bien el tiempo que le dedico,Esta bien el tiempo que le dedico,No aplica (no hizo la actividad),Satisfecho(a),Satisfecho(a),Satisfecho(a),Satisfecho(a),Satisfecho(a),Satisfecho(a),Feliz
22,Mujer,58,No,0.0,0.0,0.0,0.0,0.0,No especificado,No especificado,No especificado,No especificado,30.0,12.0,7.5,3.0,2.6666666666666665,0.6666666666666666,0.0,0.0,0.0,0.0,21.416666666666668,13.083333333333334,0.4166666666666667,0.1666666666666666,2.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0833333333333333,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,16.0,0.0,0.0,0.0,0.0,2.0,8.25,3.0,0.0,Esta bien el tiempo que le dedico,No aplica (no hizo la actividad),No aplica (no hizo la actividad),Esta bien el tiempo que le dedico,Esta bien el tiempo que le dedico,No aplica (no hizo la actividad),No aplica (no hizo la actividad),Satisfecho(a),Satisfecho(a),Satisfecho(a),Satisfecho(a),Satisfecho(a),Satisfecho(a),Feliz
32,Mujer,45,No,0.0,0.0,0.0,0.0,0.0,No especificado,No especificado,No especificado,No especificado,40.0,18.0,10.0,4.0,5.0,2.0,0.0,0.0,0.0,0.0,46.083333333333336,6.833333333333334,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.4166666666666667,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2.6666666666666665,7.666666666666667,0.0,0.0,Esta bien el tiempo que le dedico,No aplica (no hizo la actividad),No aplica (no hizo la actividad),Esta bien el tiempo que le dedico,Esta bien el tiempo que le dedico,No aplica (no hizo la actividad),No aplica (no hizo la actividad),Mas o menos satisfecho(a),Satisfecho(a),Satisfecho(a),Satisfecho(a),Mas o menos satisfecho(a),Satisfecho(a),Muy Feliz
29,Hombre,16,Si,45.0,0.0,10.0,0.0,46800.0,No,No,No,No,45.0,18.0,15.0,3.0,2.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.416666666666667,2.333333333333333,0.0,0.0,No aplica (no hizo la actividad),No aplica (no hizo la actividad),Esta bien el tiempo que le dedico,No aplica (no hizo la actividad),No aplica (no hizo la actividad),Esta bien el tiempo que le dedico,No aplica (no hizo la actividad),Mas o menos satisfecho(a),Satisfecho(a),Satisfecho(a),Satisfecho(a),Satisfecho(a),Satisfecho(a),Mas o menos feliz
26,Hombre,65,Si,60.0,24.0,0.0,0.0,78000.0,No especificado,No especificado,No especificado,No especificado,30.0,16.0,2.25,1.5,2.833333333333333,0.8333333333333334,0.0,0.0,0.0,0.0,5.333333333333333,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.41666666666666,5.166666666666667,0.0,0.0,Esta bien el tiempo que le dedico,No aplica (no hizo la actividad),Esta bien el tiempo que le dedico,No aplica (no hizo la actividad),Quisiera dedicarle mas tiempo,No aplica (no hizo la actividad),No aplica (no hizo la actividad),Satisfecho(a),Satisfecho(a),Satisfecho(a),Satisfecho(a),Mas o menos satisfecho(a),Satisfecho(a),Feliz
3,Hombre,72,Si,20.0,4.0,2.5,0.5,10400.0,No,No,No,Si,40.0,16.0,7.5,3.0,6.666666666666667,2.6666666666666665,0.0,0.0,0.0,0.0,4.833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.166666666666666,0.6666666666666666,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,70.0,14.0,2.0,0.0,Esta bien el tiempo que le dedico,No aplica (no hizo la actividad),Esta bien el tiempo que le dedico,Esta bien el tiempo que le dedico,Esta bien el tiempo que le dedico,Esta bien el tiempo que le dedico,Esta bien el tiempo que le dedico,Mas o menos satisfecho(a),Satisfecho(a),Satisfecho(a),Satisfecho(a),Mas o menos satisfecho(a),Satisfecho(a),Feliz
11,Hombre,40,Si,50.0,0.0,3.333333333333333,0.0,336000.0,Si,Si,Si,Si,35.0,14.0,15.0,6.0,14.416666666666666,3.0,0.0,0.0,0.0,0.0,2.9166666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1666666666666666,0.0,0.3333333333333333,0.0,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,27.5,0.0,0.0,0.8333333333333334,10.833333333333334,0.0,0.0,Esta bien el tiempo que le dedico,No aplica (no hizo la actividad),Quisiera dedicarle mas tiempo,Quisiera dedicarle mas tiempo,Quisiera dedicarle mas tiempo,Esta bien el tiempo que le dedico,No especificado,Satisfecho(a),Satisfecho(a),Satisfecho(a),Satisfecho(a),Muy satisfecho(a),Muy satisfecho(a),Muy Feliz
24,Mujer,76,No,0.0,0.0,0.0,0.0,0.0,No especificado,No especificado,No especificado,No especificado,35.0,14.0,2.5,1.0,2.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.916666666666666,4.5,98.0,16.0,No aplica (no hizo la actividad),No aplica (no hizo la actividad),No aplica (no hizo la actividad),No aplica (no hizo la actividad),Esta bien el tiempo que le dedico,No aplica (no hizo la actividad),No aplica (no hizo la actividad),Satisfecho(a),Satisfecho(a),Satisfecho(a),Satisfecho(a),Satisfecho(a),Satisfecho(a),Feliz
14,Mujer,71,Si,9.0,0.0,2.0,0.0,26000.0,No especificado,No especificado,No especificado,No especificado,35.0,18.0,5.0,2.0,10.25,4.0,0.0,0.0,0.0,0.0,17.41666666666667,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,26.83333333333333,7.333333333333333,0.0,0.0,Esta bien el tiempo que le dedico,No aplica (no hizo la actividad),Esta bien el tiempo que le dedico,No aplica (no hizo la actividad),No aplica (no hizo la actividad),Esta bien el tiempo que le dedico,Esta bien el tiempo que le dedico,Satisfecho(a),Satisfecho(a),Satisfecho(a),Satisfecho(a),Satisfecho(a),Satisfecho(a),Feliz
15,Mujer,17,No,0.0,0.0,0.0,0.0,0.0,No especificado,No especificado,No especificado,No especificado,40.0,16.0,5.0,2.0,10.0,2.0,55.0,0.0,5.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666663,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Esta bien el tiempo que le dedico,Esta bien el tiempo que le dedico,No aplica (no hizo la actividad),Esta bien el tiempo que le dedico,No aplica (no hizo la actividad),Esta bien el tiempo que le dedico,No aplica (no hizo la actividad),Muy satisfecho(a),Muy satisfecho(a),Muy satisfecho(a),Satisfecho(a),Satisfecho(a),Satisfecho(a),Muy Feliz
29,Mujer,36,No,0.0,0.0,0.0,0.0,0.0,No especificado,No especificado,No especificado,No especificado,35.0,14.0,15.0,6.0,5.0,2.0,0.0,0.0,0.0,0.0,28.416666666666668,7.166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0833333333333333,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.5,19.0,4.0,0.0,0.0,Esta bien el tiempo que le dedico,No aplica (no hizo la actividad),No aplica (no hizo la actividad),No aplica (no hizo la actividad),Quisiera dedicarle mas tiempo,No aplica (no hizo la actividad),No aplica (no hizo la actividad),Satisfecho(a),Mas o menos satisfecho(a),Satisfecho(a),Muy satisfecho(a),Mas o menos satisfecho(a),Satisfecho(a),Feliz
18,Hombre,27,Si,60.0,0.0,10.0,0.0,91000.0,Si,Si,Si,Si,40.0,16.0,5.0,2.0,5.0,2.0,0.0,8.0,0.0,1.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666667,14.0,0.0,0.0,Quisiera dedicarle mas tiempo,Esta bien el tiempo que le dedico,Esta bien el tiempo que le dedico,No aplica (no hizo la actividad),No aplica (no hizo la actividad),Esta bien el tiempo que le dedico,No aplica (no hizo la actividad),Muy satisfecho(a),Muy satisfecho(a),Muy satisfecho(a),Muy satisfecho(a),Mas o menos satisfecho(a),Muy satisfecho(a),Muy Feliz
17,Mujer,31,Si,50.0,10.0,10.0,4.0,83200.0,Si,Si,No,Si,40.0,16.0,5.0,2.0,1.7499999999999998,0.6666666666666666,0.0,0.0,0.0,0.0,32.166666666666664,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.25,0.0,1.25,0.1666666666666666,0.4166666666666667,0.1666666666666666,0.0,0.0,3.333333333333333,1.0,21.75,6.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.25,0.5,0.0,0.0,Quisiera dedicarle mas tiempo,No aplica (no hizo la actividad),Esta bien el tiempo que le dedico,Quisiera dedicarle mas tiempo,No aplica (no hizo la actividad),Quisiera dedicarle menos tiempo,Esta bien el tiempo que le dedico,Satisfecho(a),Muy satisfecho(a),Muy satisfecho(a),Satisfecho(a),Mas o menos satisfecho(a),Satisfecho(a),Muy Feliz
15,Mujer,66,No,0.0,0.0,0.0,0.0,0.0,No especificado,No especificado,No especificado,No especificado,35.0,14.0,7.5,3.0,10.0,4.0,0.0,0.0,0.0,0.0,14.500000000000002,5.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,38.5,0.0,0.0,Esta bien el tiempo que le dedico,No aplica (no hizo la actividad),No aplica (no hizo la actividad),No aplica (no hizo la actividad),Esta bien el tiempo que le dedico,No aplica (no hizo la actividad),No aplica (no hizo la actividad),Satisfecho(a),Satisfecho(a),Satisfecho(a),Satisfecho(a),Mas o menos satisfecho(a),Satisfecho(a),Feliz
30,Hombre,79,No,0.0,0.0,0.0,0.0,0.0,No especificado,No especificado,No especificado,No especificado,40.0,16.0,7.5,3.75,6.0,2.0,0.0,0.0,0.0,0.0,12.833333333333334,3.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,0.0,0.0,Esta bien el tiempo que le dedico,No aplica (no hizo la actividad),No aplica (no hizo la actividad),No aplica (no hizo la actividad),No aplica (no hizo la actividad),No aplica (no hizo la actividad),No aplica (no hizo la actividad),Satisfecho(a),Satisfecho(a),Satisfecho(a),Satisfecho(a),Satisfecho(a),Satisfecho(a),Feliz
27,Mujer,27,No,0.0,0.0,0.0,0.0,0.0,No especificado,No especificado,No especificado,No especificado,50.0,20.0,15.0,6.0,5.0,2.0,0.0,0.0,0.0,0.0,16.25,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.25,0.5,0.0,0.0,10.0,4.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,8.0,0.0,0.0,Quisiera dedicarle mas tiempo,No aplica (no hizo la actividad),No aplica (no hizo la actividad),Quisiera dedicarle mas tiempo,Quisiera dedicarle mas tiempo,No aplica (no hizo la actividad),No aplica (no hizo la actividad),Muy satisfecho(a),Muy satisfecho(a),Satisfecho(a),Satisfecho(a),Poco satisfecho(a),Satisfecho(a),Poco feliz
23,Hombre,54,Si,18.0,10.0,1.25,0.0,130000.0,Si,Si,Si,Si,30.0,12.0,15.0,6.0,10.25,4.0,0.0,0.0,0.0,0.0,20.166666666666668,19.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,4.5,0.0,2.0,0.0,1.0,0.0,3.583333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,25.5,4.0,1.25,0.5,11.25,4.5,0.0,0.0,0.0,0.0,40.0,15.5,3.0,0.0,Esta bien el tiempo que le dedico,No aplica (no hizo la actividad),Esta bien el tiempo que le dedico,Esta bien el tiempo que le dedico,Esta bien el tiempo que le dedico,Esta bien el tiempo que le dedico,Esta bien el tiempo que le dedico,Satisfecho(a),Satisfecho(a),Satisfecho(a),Satisfecho(a),Satisfecho(a),Satisfecho(a),Feliz
17,Mujer,45,Si,60.0,24.0,5.0,2.0,60000.0,Si,Si,Si,No especificado,40.0,16.0,2.5,1.0,12.5,5.0,0.0,0.0,0.0,0.0,9.833333333333334,0.7333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.83333333333333,32.33333333333333,0.0,0.0,Quisiera dedicarle menos tiempo,No aplica (no hizo la actividad),Esta bien el tiempo que le dedico,No aplica (no hizo la actividad),No aplica (no hizo la actividad),Esta bien el tiempo que le dedico,No aplica (no hizo la actividad),Muy satisfecho(a),Muy satisfecho(a),Muy satisfecho(a),Muy satisfecho(a),Nada satisfecho(a),Muy satisfecho(a),Muy Feliz
24,Mujer,27,No,0.0,0.0,0.0,0.0,0.0,No especificado,No especificado,No especificado,No especificado,50.0,20.0,1.6666666666666663,0.6666666666666666,2.5,1.0,0.0,0.0,0.0,0.0,17.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,8.416666666666668,6.0,0.0,0.0,Esta bien el tiempo que le dedico,No aplica (no hizo la actividad),No aplica (no hizo la actividad),No aplica (no hizo la actividad),Quisiera dedicarle mas tiempo,No aplica (no hizo la actividad),No aplica (no hizo la actividad),Mas o menos satisfecho(a),Satisfecho(a),Satisfecho(a),Satisfecho(a),Mas o menos satisfecho(a),Mas o menos satisfecho(a),Mas o menos feliz
21,Hombre,16,Si,25.0,5.0,5.0,1.0,36400.0,No,No,No,No,45.0,14.0,5.0,1.5,2.9166666666666665,1.1666666666666667,0.0,0.0,0.0,0.0,6.916666666666667,5.633333333333333,0.0833333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,1.1666666666666667,0.0,0.0,0.0,15.916666666666664,48.49999999999999,0.0,0.0,Quisiera dedicarle mas tiempo,No aplica (no hizo la actividad),Esta bien el tiempo que le dedico,Esta bien el tiempo que le dedico,Quisiera dedicarle mas tiempo,Esta bien el tiempo que le dedico,No aplica (no hizo la actividad),Mas o menos satisfecho(a),Satisfecho(a),Nada satisfecho(a),Satisfecho(a),Mas o menos satisfecho(a),Satisfecho(a),Mas o menos feliz
20,Hombre,17,No,0.0,0.0,0.0,0.0,0.0,No especificado,No especificado,No especificado,No especificado,45.0,18.0,10.0,4.0,5.0,2.0,40.0,2.0,1.6666666666666663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,0.0,0.0,No aplica (no hizo la actividad),Esta bien el tiempo que le dedico,No aplica (no hizo la actividad),Esta bien el tiempo que le dedico,Esta bien el tiempo que le dedico,Esta bien el tiempo que le dedico,No aplica (no hizo la actividad),Satisfecho(a),Satisfecho(a),Mas o menos satisfecho(a),Satisfecho(a),Satisfecho(a),Satisfecho(a),Muy Feliz
16,Mujer,55,No,2.0,0.0,0.0,0.0,7800.0,No especificado,No especificado,No especificado,No especificado,35.0,14.0,3.75,1.5,1.6666666666666663,0.9333333333333332,0.0,0.0,0.0,0.0,16.333333333333332,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,3.5,0.0,0.0,Esta bien el tiempo que le dedico,No aplica (no hizo la actividad),Esta bien el tiempo que le dedico,Esta bien el tiempo que le dedico,Esta bien el tiempo que le dedico,No aplica (no hizo la actividad),No aplica (no hizo la actividad),Poco satisfecho(a),Satisfecho(a),Satisfecho(a),Satisfecho(a),Poco satisfecho(a),Satisfecho(a),Feliz
